Notes,County,County Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Darlington County, SC",45031,Drug-induced causes,D,54,67234,80.317
,"Darlington County, SC",45031,All other non-drug and non-alcohol causes,O,869,67234,1292.501
,"Dillon County, SC",45033,Drug-induced causes,D,44,30858,142.589
,"Dillon County, SC",45033,All other non-drug and non-alcohol causes,O,401,30858,1299.501
,"Dorchester County, SC",45035,Drug-induced causes,D,190,153773,123.559
,"Dorchester County, SC",45035,Alcohol-induced causes,A,34,153773,22.111
,"Dorchester County, SC",45035,All other non-drug and non-alcohol causes,O,1178,153773,766.064
,"Edgefield County, SC",45037,Drug-induced causes,D,23,26358,87.26
,"Edgefield County, SC",45037,All other non-drug and non-alcohol causes,O,235,26358,891.57
,"Fairfield County, SC",45039,Drug-induced causes,D,28,22653,123.604
,"Fairfield County, SC",45039,All other non-drug and non-alcohol causes,O,289,22653,1275.769
,"Florence County, SC",45041,Drug-induced causes,D,173,138742,124.692
,"Florence County, SC",45041,Alcohol-induced causes,A,21,138742,15.136
,"Florence County, SC",45041,All other non-drug and non-alcohol causes,O,1513,138742,1090.513
,"Georgetown County, SC",45043,Drug-induced causes,D,112,61399,182.413
,"Georgetown County, SC",45043,Alcohol-induced causes,A,25,61399,40.717
,"Georgetown County, SC",45043,All other non-drug and non-alcohol causes,O,781,61399,1272.008
,"Greenville County, SC",45045,Drug-induced causes,D,761,498766,152.577
,"Greenville County, SC",45045,Alcohol-induced causes,A,83,498766,16.641
,"Greenville County, SC",45045,All other non-drug and non-alcohol causes,O,4410,498766,884.182
,"Greenwood County, SC",45047,Drug-induced causes,D,134,70133,191.066
,"Greenwood County, SC",45047,Alcohol-induced causes,A,26,70133,37.072
,"Greenwood County, SC",45047,All other non-drug and non-alcohol causes,O,752,70133,1072.248
,"Hampton County, SC",45049,Drug-induced causes,D,14,19922,Unreliable
,"Hampton County, SC",45049,All other non-drug and non-alcohol causes,O,239,19922,1199.679
,"Horry County, SC",45051,Drug-induced causes,D,564,322342,174.969
,"Horry County, SC",45051,Alcohol-induced causes,A,144,322342,44.673
,"Horry County, SC",45051,All other non-drug and non-alcohol causes,O,3494,322342,1083.942
,"Jasper County, SC",45053,Drug-induced causes,D,30,28465,105.393
,"Jasper County, SC",45053,All other non-drug and non-alcohol causes,O,215,28465,755.314
,"Kershaw County, SC",45055,Drug-induced causes,D,110,64097,171.615
,"Kershaw County, SC",45055,Alcohol-induced causes,A,17,64097,Unreliable
,"Kershaw County, SC",45055,All other non-drug and non-alcohol causes,O,695,64097,1084.294
,"Lancaster County, SC",45057,Drug-induced causes,D,62,89594,69.201
,"Lancaster County, SC",45057,All other non-drug and non-alcohol causes,O,874,89594,975.512
,"Laurens County, SC",45059,Drug-induced causes,D,156,66777,233.613
,"Laurens County, SC",45059,Alcohol-induced causes,A,22,66777,32.945
,"Laurens County, SC",45059,All other non-drug and non-alcohol causes,O,800,66777,1198.017
,"Lee County, SC",45061,Drug-induced causes,D,20,17635,113.411
,"Lee County, SC",45061,All other non-drug and non-alcohol causes,O,267,17635,1514.035
,"Lexington County, SC",45063,Drug-induced causes,D,328,286196,114.607
,"Lexington County, SC",45063,Alcohol-induced causes,A,50,286196,17.471
,"Lexington County, SC",45063,All other non-drug and non-alcohol causes,O,2463,286196,860.599
,"McCormick County, SC",45065,Drug-induced causes,D,17,9643,Unreliable
,"McCormick County, SC",45065,All other non-drug and non-alcohol causes,O,130,9643,1348.128
,"Marion County, SC",45067,Drug-induced causes,D,31,31726,97.712
,"Marion County, SC",45067,All other non-drug and non-alcohol causes,O,417,31726,1314.379
,"Marlboro County, SC",45069,Drug-induced causes,D,34,26945,126.183
,"Marlboro County, SC",45069,All other non-drug and non-alcohol causes,O,373,26945,1384.301
,"Newberry County, SC",45071,Drug-induced causes,D,48,38079,126.054
,"Newberry County, SC",45071,All other non-drug and non-alcohol causes,O,437,38079,1147.614
,"Oconee County, SC",45073,Drug-induced causes,D,173,76355,226.573
,"Oconee County, SC",45073,Alcohol-induced causes,A,17,76355,Unreliable
,"Oconee County, SC",45073,All other non-drug and non-alcohol causes,O,835,76355,1093.576
,"Orangeburg County, SC",45075,Drug-induced causes,D,116,87903,131.964
,"Orangeburg County, SC",45075,Alcohol-induced causes,A,25,87903,28.44
,"Orangeburg County, SC",45075,All other non-drug and non-alcohol causes,O,1039,87903,1181.985
,"Pickens County, SC",45077,Drug-induced causes,D,250,122863,203.479
,"Pickens County, SC",45077,Alcohol-induced causes,A,23,122863,18.72
,"Pickens County, SC",45077,All other non-drug and non-alcohol causes,O,1180,122863,960.419
,"Richland County, SC",45079,Drug-induced causes,D,363,409549,88.634
,"Richland County, SC",45079,Alcohol-induced causes,A,76,409549,18.557
,"Richland County, SC",45079,All other non-drug and non-alcohol causes,O,3018,409549,736.908
,"Saluda County, SC",45081,Drug-induced causes,D,20,20197,99.025
,"Saluda County, SC",45081,All other non-drug and non-alcohol causes,O,229,20197,1133.832
,"Spartanburg County, SC",45083,Drug-induced causes,D,494,301463,163.868
,"Spartanburg County, SC",45083,Alcohol-induced causes,A,78,301463,25.874
,"Spartanburg County, SC",45083,All other non-drug and non-alcohol causes,O,3044,301463,1009.742
,"Sumter County, SC",45085,Drug-induced causes,D,94,107396,87.527
,"Sumter County, SC",45085,Alcohol-induced causes,A,11,107396,Unreliable
,"Sumter County, SC",45085,All other non-drug and non-alcohol causes,O,1121,107396,1043.801
,"Union County, SC",45087,Drug-induced causes,D,70,27673,252.954
,"Union County, SC",45087,All other non-drug and non-alcohol causes,O,427,27673,1543.02
,"Williamsburg County, SC",45089,Drug-induced causes,D,21,31955,65.717
,"Williamsburg County, SC",45089,All other non-drug and non-alcohol causes,O,405,31955,1267.407
,"York County, SC",45091,Drug-induced causes,D,266,258526,102.891
,"York County, SC",45091,Alcohol-induced causes,A,66,258526,25.529
,"York County, SC",45091,All other non-drug and non-alcohol causes,O,2066,258526,799.146
,"Aurora County, SD",46003,All other non-drug and non-alcohol causes,O,20,2736,730.994
,"Beadle County, SD",46005,Drug-induced causes,D,49,18101,270.703
,"Beadle County, SD",46005,All other non-drug and non-alcohol causes,O,194,18101,1071.764
,"Bennett County, SD",46007,Drug-induced causes,D,13,3460,Unreliable
,"Bennett County, SD",46007,All other non-drug and non-alcohol causes,O,45,3460,1300.578
,"Bon Homme County, SD",46009,Drug-induced causes,D,10,6984,Unreliable
,"Bon Homme County, SD",46009,All other non-drug and non-alcohol causes,O,75,6984,1073.883
,"Brookings County, SD",46011,Drug-induced causes,D,31,34135,90.816
,"Brookings County, SD",46011,All other non-drug and non-alcohol causes,O,202,34135,591.768
,"Brown County, SD",46013,Drug-induced causes,D,63,39128,161.01
,"Brown County, SD",46013,Alcohol-induced causes,A,12,39128,Unreliable
,"Brown County, SD",46013,All other non-drug and non-alcohol causes,O,374,39128,955.837
,"Brule County, SD",46015,All other non-drug and non-alcohol causes,O,60,5238,1145.475
,"Buffalo County, SD",46017,All other non-drug and non-alcohol causes,O,31,2043,1517.376
,"Butte County, SD",46019,Drug-induced causes,D,16,10205,Unreliable
,"Butte County, SD",46019,All other non-drug and non-alcohol causes,O,98,10205,960.314
,"Campbell County, SD",46021,All other non-drug and non-alcohol causes,O,13,1378,Unreliable
,"Charles Mix County, SD",46023,Drug-induced causes,D,14,9396,Unreliable
,"Charles Mix County, SD",46023,Alcohol-induced causes,A,10,9396,Unreliable
,"Charles Mix County, SD",46023,All other non-drug and non-alcohol causes,O,111,9396,1181.354
,"Clark County, SD",46025,All other non-drug and non-alcohol causes,O,47,3656,1285.558
,"Clay County, SD",46027,Drug-induced causes,D,26,14086,184.58
,"Clay County, SD",46027,All other non-drug and non-alcohol causes,O,105,14086,745.421
,"Codington County, SD",46029,Drug-induced causes,D,49,28063,174.607
,"Codington County, SD",46029,All other non-drug and non-alcohol causes,O,241,28063,858.782
,"Corson County, SD",46031,Drug-induced causes,D,15,4132,Unreliable
,"Corson County, SD",46031,All other non-drug and non-alcohol causes,O,51,4132,1234.269
,"Custer County, SD",46033,Drug-induced causes,D,22,8596,255.933
,"Custer County, SD",46033,All other non-drug and non-alcohol causes,O,107,8596,1244.765
,"Davison County, SD",46035,Drug-induced causes,D,33,19903,165.804
,"Davison County, SD",46035,All other non-drug and non-alcohol causes,O,224,19903,1125.458
,"Day County, SD",46037,Drug-induced causes,D,11,5571,Unreliable
,"Day County, SD",46037,All other non-drug and non-alcohol causes,O,76,5571,1364.208
,"Deuel County, SD",46039,All other non-drug and non-alcohol causes,O,47,4231,1110.848
,"Dewey County, SD",46041,All other non-drug and non-alcohol causes,O,52,5742,905.608
,"Douglas County, SD",46043,All other non-drug and non-alcohol causes,O,42,2932,1432.469
,"Edmunds County, SD",46045,All other non-drug and non-alcohol causes,O,43,3952,1088.057
,"Fall River County, SD",46047,Drug-induced causes,D,29,6849,423.419
,"Fall River County, SD",46047,All other non-drug and non-alcohol causes,O,113,6849,1649.876
,"Faulk County, SD",46049,All other non-drug and non-alcohol causes,O,31,2354,1316.907
,"Grant County, SD",46051,Drug-induced causes,D,10,7148,Unreliable
,"Grant County, SD",46051,All other non-drug and non-alcohol causes,O,91,7148,1273.083
,"Gregory County, SD",46053,All other non-drug and non-alcohol causes,O,59,4171,1414.529
,"Haakon County, SD",46055,All other non-drug and non-alcohol causes,O,22,1892,1162.791
,"Hamlin County, SD",46057,Drug-induced causes,D,11,6028,Unreliable
,"Hamlin County, SD",46057,All other non-drug and non-alcohol causes,O,72,6028,1194.426
,"Hand County, SD",46059,Drug-induced causes,D,17,3319,Unreliable
,"Hand County, SD",46059,All other non-drug and non-alcohol causes,O,49,3319,1476.348
,"Hanson County, SD",46061,All other non-drug and non-alcohol causes,O,23,3374,681.683
,"Hughes County, SD",46065,Drug-induced causes,D,28,17600,159.091
,"Hughes County, SD",46065,All other non-drug and non-alcohol causes,O,147,17600,835.227
,"Hutchinson County, SD",46067,All other non-drug and non-alcohol causes,O,116,7368,1574.376
,"Hyde County, SD",46069,All other non-drug and non-alcohol causes,O,28,1352,2071.006
,"Jackson County, SD",46071,All other non-drug and non-alcohol causes,O,36,3326,1082.381
,"Jerauld County, SD",46073,All other non-drug and non-alcohol causes,O,26,2004,1297.405
,"Kingsbury County, SD",46077,All other non-drug and non-alcohol causes,O,68,5001,1359.728
,"Lake County, SD",46079,Drug-induced causes,D,28,12909,216.903
,"Lake County, SD",46079,All other non-drug and non-alcohol causes,O,126,12909,976.063
,"Lawrence County, SD",46081,Drug-induced causes,D,47,25281,185.91
,"Lawrence County, SD",46081,Alcohol-induced causes,A,12,25281,Unreliable
,"Lawrence County, SD",46081,All other non-drug and non-alcohol causes,O,235,25281,929.552
,"Lincoln County, SD",46083,Drug-induced causes,D,47,54469,86.288
,"Lincoln County, SD",46083,Alcohol-induced causes,A,10,54469,Unreliable
,"Lincoln County, SD",46083,All other non-drug and non-alcohol causes,O,258,54469,473.664
,"Lyman County, SD",46085,All other non-drug and non-alcohol causes,O,38,3894,975.86
,"McCook County, SD",46087,Drug-induced causes,D,13,5625,Unreliable
,"McCook County, SD",46087,All other non-drug and non-alcohol causes,O,72,5625,1280
,"McPherson County, SD",46089,All other non-drug and non-alcohol causes,O,40,2438,1640.689
,"Marshall County, SD",46091,Drug-induced causes,D,10,4801,Unreliable
,"Marshall County, SD",46091,All other non-drug and non-alcohol causes,O,63,4801,1312.227
,"Meade County, SD",46093,Drug-induced causes,D,41,27693,148.052
,"Meade County, SD",46093,All other non-drug and non-alcohol causes,O,193,27693,696.927
,"Mellette County, SD",46095,Drug-induced causes,D,10,2102,Unreliable
,"Mellette County, SD",46095,All other non-drug and non-alcohol causes,O,28,2102,1332.065
,"Miner County, SD",46097,All other non-drug and non-alcohol causes,O,37,2281,1622.096
,"Minnehaha County, SD",46099,Drug-induced causes,D,250,187318,133.463
,"Minnehaha County, SD",46099,Alcohol-induced causes,A,63,187318,33.633
,"Minnehaha County, SD",46099,All other non-drug and non-alcohol causes,O,1373,187318,732.978
,"Moody County, SD",46101,All other non-drug and non-alcohol causes,O,48,6505,737.894
,"Pennington County, SD",46103,Drug-induced causes,D,149,109372,136.232
,"Pennington County, SD",46103,Alcohol-induced causes,A,38,109372,34.744
,"Pennington County, SD",46103,All other non-drug and non-alcohol causes,O,899,109372,821.965
,"Perkins County, SD",46105,All other non-drug and non-alcohol causes,O,42,2983,1407.979
,"Potter County, SD",46107,All other non-drug and non-alcohol causes,O,39,2299,1696.39
,"Roberts County, SD",46109,Drug-induced causes,D,16,10255,Unreliable
,"Roberts County, SD",46109,All other non-drug and non-alcohol causes,O,111,10255,1082.399
,"Sanborn County, SD",46111,All other non-drug and non-alcohol causes,O,27,2396,1126.878
,"Shannon County, SD",46113,Drug-induced causes,D,16,14415,Unreliable
,"Shannon County, SD",46113,Alcohol-induced causes,A,19,14415,Unreliable
,"Shannon County, SD",46113,All other non-drug and non-alcohol causes,O,162,14415,1123.829
,"Spink County, SD",46115,All other non-drug and non-alcohol causes,O,83,6420,1292.835
,"Stanley County, SD",46117,All other non-drug and non-alcohol causes,O,24,2993,801.871
,"Todd County, SD",46121,Drug-induced causes,D,19,10155,Unreliable
,"Todd County, SD",46121,Alcohol-induced causes,A,16,10155,Unreliable
,"Todd County, SD",46121,All other non-drug and non-alcohol causes,O,94,10155,925.652
,"Tripp County, SD",46123,Drug-induced causes,D,21,5492,382.374
,"Tripp County, SD",46123,All other non-drug and non-alcohol causes,O,82,5492,1493.081
,"Turner County, SD",46125,Drug-induced causes,D,11,8317,Unreliable
,"Turner County, SD",46125,All other non-drug and non-alcohol causes,O,109,8317,1310.569
,"Union County, SD",46127,Drug-induced causes,D,28,14934,187.492
,"Union County, SD",46127,All other non-drug and non-alcohol causes,O,121,14934,810.232
,"Walworth County, SD",46129,Drug-induced causes,D,17,5610,Unreliable
,"Walworth County, SD",46129,All other non-drug and non-alcohol causes,O,87,5610,1550.802
,"Yankton County, SD",46135,Drug-induced causes,D,39,22616,172.444
,"Yankton County, SD",46135,All other non-drug and non-alcohol causes,O,240,22616,1061.196
,"Ziebach County, SD",46137,All other non-drug and non-alcohol causes,O,17,2801,Unreliable
,"Anderson County, TN",47001,Drug-induced causes,D,162,75936,213.338
,"Anderson County, TN",47001,Alcohol-induced causes,A,27,75936,35.556
,"Anderson County, TN",47001,All other non-drug and non-alcohol causes,O,909,75936,1197.061
,"Bedford County, TN",47003,Drug-induced causes,D,82,47484,172.69
,"Bedford County, TN",47003,Alcohol-induced causes,A,12,47484,Unreliable
,"Bedford County, TN",47003,All other non-drug and non-alcohol causes,O,543,47484,1143.543
,"Benton County, TN",47005,Drug-induced causes,D,31,16014,193.581
,"Benton County, TN",47005,All other non-drug and non-alcohol causes,O,268,16014,1673.536
,"Bledsoe County, TN",47007,Drug-induced causes,D,28,14675,190.801
,"Bledsoe County, TN",47007,All other non-drug and non-alcohol causes,O,128,14675,872.232
,"Blount County, TN",47009,Drug-induced causes,D,236,128670,183.415
,"Blount County, TN",47009,Alcohol-induced causes,A,24,128670,18.652
,"Blount County, TN",47009,All other non-drug and non-alcohol causes,O,1432,128670,1112.925
,"Bradley County, TN",47011,Drug-induced causes,D,170,104490,162.695
,"Bradley County, TN",47011,Alcohol-induced causes,A,11,104490,Unreliable
,"Bradley County, TN",47011,All other non-drug and non-alcohol causes,O,1010,104490,966.6
,"Campbell County, TN",47013,Drug-induced causes,D,112,39714,282.016
,"Campbell County, TN",47013,All other non-drug and non-alcohol causes,O,618,39714,1556.126
,"Cannon County, TN",47015,Drug-induced causes,D,30,14027,213.873
,"Cannon County, TN",47015,All other non-drug and non-alcohol causes,O,169,14027,1204.819
,"Carroll County, TN",47017,Drug-induced causes,D,45,28092,160.188
,"Carroll County, TN",47017,All other non-drug and non-alcohol causes,O,411,28092,1463.05
,"Carter County, TN",47019,Drug-induced causes,D,137,56502,242.469
,"Carter County, TN",47019,Alcohol-induced causes,A,16,56502,Unreliable
,"Carter County, TN",47019,All other non-drug and non-alcohol causes,O,742,56502,1313.228
,"Cheatham County, TN",47021,Drug-induced causes,D,74,39880,185.557
,"Cheatham County, TN",47021,Alcohol-induced causes,A,20,39880,50.15
,"Cheatham County, TN",47021,All other non-drug and non-alcohol causes,O,405,39880,1015.547
,"Chester County, TN",47023,Drug-induced causes,D,29,17453,166.161
,"Chester County, TN",47023,All other non-drug and non-alcohol causes,O,190,17453,1088.638
,"Claiborne County, TN",47025,Drug-induced causes,D,68,31757,214.126
,"Claiborne County, TN",47025,All other non-drug and non-alcohol causes,O,461,31757,1451.648
,"Clay County, TN",47027,Drug-induced causes,D,36,7752,464.396
,"Clay County, TN",47027,All other non-drug and non-alcohol causes,O,123,7752,1586.687
,"Cocke County, TN",47029,Drug-induced causes,D,108,35219,306.653
,"Cocke County, TN",47029,All other non-drug and non-alcohol causes,O,527,35219,1496.351
,"Coffee County, TN",47031,Drug-induced causes,D,110,54682,201.163
,"Coffee County, TN",47031,Alcohol-induced causes,A,17,54682,Unreliable
,"Coffee County, TN",47031,All other non-drug and non-alcohol causes,O,670,54682,1225.266
,"Crockett County, TN",47033,Drug-induced causes,D,23,14411,159.6
,"Crockett County, TN",47033,All other non-drug and non-alcohol causes,O,186,14411,1290.681
,"Cumberland County, TN",47035,Drug-induced causes,D,101,58655,172.193
,"Cumberland County, TN",47035,Alcohol-induced causes,A,11,58655,Unreliable
,"Cumberland County, TN",47035,All other non-drug and non-alcohol causes,O,810,58655,1380.956
,"Davidson County, TN",47037,Drug-induced causes,D,951,684410,138.952
,"Davidson County, TN",47037,Alcohol-induced causes,A,193,684410,28.199
,"Davidson County, TN",47037,All other non-drug and non-alcohol causes,O,5395,684410,788.27
,"Decatur County, TN",47039,Drug-induced causes,D,25,11769,212.422
,"Decatur County, TN",47039,All other non-drug and non-alcohol causes,O,180,11769,1529.442
,"DeKalb County, TN",47041,Drug-induced causes,D,67,19361,346.057
,"DeKalb County, TN",47041,All other non-drug and non-alcohol causes,O,255,19361,1317.081
,"Dickson County, TN",47043,Drug-induced causes,D,99,52170,189.764
,"Dickson County, TN",47043,Alcohol-induced causes,A,22,52170,42.17
,"Dickson County, TN",47043,All other non-drug and non-alcohol causes,O,592,52170,1134.752
,"Dyer County, TN",47045,Drug-induced causes,D,86,37708,228.068
,"Dyer County, TN",47045,All other non-drug and non-alcohol causes,O,515,37708,1365.758
,"Fayette County, TN",47047,Drug-induced causes,D,53,39590,133.872
,"Fayette County, TN",47047,All other non-drug and non-alcohol causes,O,451,39590,1139.177
,"Fentress County, TN",47049,Drug-induced causes,D,62,18033,343.814
,"Fentress County, TN",47049,All other non-drug and non-alcohol causes,O,258,18033,1430.71
,"Franklin County, TN",47051,Drug-induced causes,D,74,41700,177.458
,"Franklin County, TN",47051,All other non-drug and non-alcohol causes,O,508,41700,1218.225
,"Gibson County, TN",47053,Drug-induced causes,D,80,49401,161.94
,"Gibson County, TN",47053,Alcohol-induced causes,A,10,49401,Unreliable
,"Gibson County, TN",47053,All other non-drug and non-alcohol causes,O,732,49401,1481.751
,"Giles County, TN",47055,Drug-induced causes,D,68,29307,232.026
,"Giles County, TN",47055,All other non-drug and non-alcohol causes,O,362,29307,1235.2
,"Grainger County, TN",47057,Drug-induced causes,D,52,23072,225.381
,"Grainger County, TN",47057,All other non-drug and non-alcohol causes,O,285,23072,1235.264
,"Greene County, TN",47059,Drug-induced causes,D,174,68615,253.589
,"Greene County, TN",47059,Alcohol-induced causes,A,18,68615,Unreliable
,"Greene County, TN",47059,All other non-drug and non-alcohol causes,O,959,68615,1397.654
,"Grundy County, TN",47061,Drug-induced causes,D,29,13389,216.596
,"Grundy County, TN",47061,All other non-drug and non-alcohol causes,O,224,13389,1673.015
,"Hamblen County, TN",47063,Drug-induced causes,D,144,63785,225.758
,"Hamblen County, TN",47063,Alcohol-induced causes,A,12,63785,Unreliable
,"Hamblen County, TN",47063,All other non-drug and non-alcohol causes,O,762,63785,1194.638
,"Hamilton County, TN",47065,Drug-induced causes,D,577,357738,161.291
,"Hamilton County, TN",47065,Alcohol-induced causes,A,80,357738,22.363
,"Hamilton County, TN",47065,All other non-drug and non-alcohol causes,O,3539,357738,989.271
,"Hancock County, TN",47067,Drug-induced causes,D,18,6577,Unreliable
,"Hancock County, TN",47067,All other non-drug and non-alcohol causes,O,94,6577,1429.223
,"Hardeman County, TN",47069,Drug-induced causes,D,50,25435,196.58
,"Hardeman County, TN",47069,All other non-drug and non-alcohol causes,O,338,25435,1328.878
,"Hardin County, TN",47071,Drug-induced causes,D,48,25679,186.923
,"Hardin County, TN",47071,All other non-drug and non-alcohol causes,O,382,25679,1487.597
,"Hawkins County, TN",47073,Drug-induced causes,D,115,56563,203.313
,"Hawkins County, TN",47073,Alcohol-induced causes,A,15,56563,Unreliable
,"Hawkins County, TN",47073,All other non-drug and non-alcohol causes,O,733,56563,1295.9
,"Haywood County, TN",47075,Drug-induced causes,D,25,17853,140.032
,"Haywood County, TN",47075,All other non-drug and non-alcohol causes,O,211,17853,1181.874
,"Henderson County, TN",47077,Drug-induced causes,D,49,27822,176.12
,"Henderson County, TN",47077,All other non-drug and non-alcohol causes,O,343,27822,1232.837
,"Henry County, TN",47079,Drug-induced causes,D,81,32310,250.696
,"Henry County, TN",47079,Alcohol-induced causes,A,12,32310,Unreliable
,"Henry County, TN",47079,All other non-drug and non-alcohol causes,O,477,32310,1476.323
,"Hickman County, TN",47081,Drug-induced causes,D,37,24295,152.295
,"Hickman County, TN",47081,All other non-drug and non-alcohol causes,O,292,24295,1201.893
,"Houston County, TN",47083,Drug-induced causes,D,21,8134,258.176
,"Houston County, TN",47083,All other non-drug and non-alcohol causes,O,127,8134,1561.347
,"Humphreys County, TN",47085,Drug-induced causes,D,37,18347,201.668
,"Humphreys County, TN",47085,All other non-drug and non-alcohol causes,O,230,18347,1253.611
,"Jackson County, TN",47087,Drug-induced causes,D,23,11566,198.859
,"Jackson County, TN",47087,All other non-drug and non-alcohol causes,O,144,11566,1245.029
,"Jefferson County, TN",47089,Drug-induced causes,D,83,53535,155.039
,"Jefferson County, TN",47089,All other non-drug and non-alcohol causes,O,627,53535,1171.196
,"Johnson County, TN",47091,Drug-induced causes,D,36,17754,202.771
,"Johnson County, TN",47091,All other non-drug and non-alcohol causes,O,250,17754,1408.133
,"Knox County, TN",47093,Drug-induced causes,D,709,456132,155.437
,"Knox County, TN",47093,Alcohol-induced causes,A,154,456132,33.762
,"Knox County, TN",47093,All other non-drug and non-alcohol causes,O,4385,456132,961.345
,"Lake County, TN",47095,Drug-induced causes,D,24,7560,317.46
,"Lake County, TN",47095,All other non-drug and non-alcohol causes,O,108,7560,1428.571
,"Lauderdale County, TN",47097,Drug-induced causes,D,44,26773,164.345
,"Lauderdale County, TN",47097,All other non-drug and non-alcohol causes,O,329,26773,1228.85
,"Lawrence County, TN",47099,Drug-induced causes,D,84,43081,194.982
,"Lawrence County, TN",47099,Alcohol-induced causes,A,11,43081,Unreliable
,"Lawrence County, TN",47099,All other non-drug and non-alcohol causes,O,526,43081,1220.956
,"Lewis County, TN",47101,Drug-induced causes,D,15,11904,Unreliable
,"Lewis County, TN",47101,All other non-drug and non-alcohol causes,O,144,11904,1209.677
,"Lincoln County, TN",47103,Drug-induced causes,D,61,33645,181.305
,"Lincoln County, TN",47103,All other non-drug and non-alcohol causes,O,433,33645,1286.967
,"Loudon County, TN",47105,Drug-induced causes,D,75,51454,145.761
,"Loudon County, TN",47105,Alcohol-induced causes,A,14,51454,Unreliable
,"Loudon County, TN",47105,All other non-drug and non-alcohol causes,O,678,51454,1317.682
,"McMinn County, TN",47107,Drug-induced causes,D,105,52850,198.675
,"McMinn County, TN",47107,All other non-drug and non-alcohol causes,O,690,52850,1305.582
,"McNairy County, TN",47109,Drug-induced causes,D,67,25935,258.338
,"McNairy County, TN",47109,All other non-drug and non-alcohol causes,O,384,25935,1480.625
,"Macon County, TN",47111,Drug-induced causes,D,63,23450,268.657
,"Macon County, TN",47111,All other non-drug and non-alcohol causes,O,257,23450,1095.949
,"Madison County, TN",47113,Drug-induced causes,D,118,97663,120.824
,"Madison County, TN",47113,Alcohol-induced causes,A,22,97663,22.526
,"Madison County, TN",47113,All other non-drug and non-alcohol causes,O,1046,97663,1071.03
,"Marion County, TN",47115,Drug-induced causes,D,68,28446,239.049
,"Marion County, TN",47115,Alcohol-induced causes,A,10,28446,Unreliable
,"Marion County, TN",47115,All other non-drug and non-alcohol causes,O,390,28446,1371.019
,"Marshall County, TN",47117,Drug-induced causes,D,61,31915,191.133
,"Marshall County, TN",47117,All other non-drug and non-alcohol causes,O,353,31915,1106.063
,"Maury County, TN",47119,Drug-induced causes,D,125,89981,138.918
,"Maury County, TN",47119,Alcohol-induced causes,A,13,89981,Unreliable
,"Maury County, TN",47119,All other non-drug and non-alcohol causes,O,969,89981,1076.894
,"Meigs County, TN",47121,Drug-induced causes,D,45,12005,374.844
,"Meigs County, TN",47121,All other non-drug and non-alcohol causes,O,173,12005,1441.066
,"Monroe County, TN",47123,Drug-induced causes,D,98,45970,213.183
,"Monroe County, TN",47123,Alcohol-induced causes,A,12,45970,Unreliable
,"Monroe County, TN",47123,All other non-drug and non-alcohol causes,O,569,45970,1237.764
,"Montgomery County, TN",47125,Drug-induced causes,D,211,195734,107.799
,"Montgomery County, TN",47125,Alcohol-induced causes,A,52,195734,26.567
,"Montgomery County, TN",47125,All other non-drug and non-alcohol causes,O,1242,195734,634.535
,"Moore County, TN",47127,All other non-drug and non-alcohol causes,O,59,6323,933.101
,"Morgan County, TN",47129,Drug-induced causes,D,56,21554,259.813
,"Morgan County, TN",47129,All other non-drug and non-alcohol causes,O,250,21554,1159.878
,"Obion County, TN",47131,Drug-induced causes,D,58,30578,189.679
,"Obion County, TN",47131,All other non-drug and non-alcohol causes,O,347,30578,1134.803
,"Overton County, TN",47133,Drug-induced causes,D,66,22051,299.306
,"Overton County, TN",47133,All other non-drug and non-alcohol causes,O,308,22051,1396.762
,"Perry County, TN",47135,Drug-induced causes,D,19,7964,Unreliable
,"Perry County, TN",47135,All other non-drug and non-alcohol causes,O,123,7964,1544.45
,"Pickett County, TN",47137,Drug-induced causes,D,15,5142,Unreliable
,"Pickett County, TN",47137,All other non-drug and non-alcohol causes,O,75,5142,1458.576
,"Polk County, TN",47139,Drug-induced causes,D,38,16772,226.568
,"Polk County, TN",47139,All other non-drug and non-alcohol causes,O,212,16772,1264.011
,"Putnam County, TN",47141,Drug-induced causes,D,131,75931,172.525
,"Putnam County, TN",47141,Alcohol-induced causes,A,19,75931,Unreliable
,"Putnam County, TN",47141,All other non-drug and non-alcohol causes,O,844,75931,1111.535
,"Rhea County, TN",47143,Drug-induced causes,D,103,32442,317.49
,"Rhea County, TN",47143,All other non-drug and non-alcohol causes,O,415,32442,1279.206
,"Roane County, TN",47145,Drug-induced causes,D,174,52874,329.084
,"Roane County, TN",47145,Alcohol-induced causes,A,32,52874,60.521
,"Roane County, TN",47145,All other non-drug and non-alcohol causes,O,728,52874,1376.858
,"Robertson County, TN",47147,Drug-induced causes,D,111,69165,160.486
,"Robertson County, TN",47147,All other non-drug and non-alcohol causes,O,698,69165,1009.181
,"Rutherford County, TN",47149,Drug-induced causes,D,380,308251,123.276
,"Rutherford County, TN",47149,Alcohol-induced causes,A,44,308251,14.274
,"Rutherford County, TN",47149,All other non-drug and non-alcohol causes,O,1934,308251,627.411
,"Scott County, TN",47151,Drug-induced causes,D,42,21947,191.37
,"Scott County, TN",47151,All other non-drug and non-alcohol causes,O,265,21947,1207.454
,"Sequatchie County, TN",47153,Drug-induced causes,D,40,14897,268.51
,"Sequatchie County, TN",47153,All other non-drug and non-alcohol causes,O,159,14897,1067.329
